date,lot_id,supplier_id,qty_received,samples_inspected,defects_found,critical,major,minor,accept_reject,ppm_incoming,ctq_measure_mean,ctq_measure_std
2024-03-27,L46858618,S4428,1939,16,0,0,0,0,ACCEPT,0.0,4.951,0.0574
2024-03-27,L89037764,S3320,301,8,0,0,0,0,ACCEPT,0.0,5.0141,0.0333
2024-03-27,L46210592,S1175,405,8,0,0,0,0,ACCEPT,0.0,5.0832,0.026
2024-03-27,L21799490,S1175,475,8,0,0,0,0,ACCEPT,0.0,5.0231,0.0202
2024-03-27,L42749606,S4428,398,8,0,0,0,0,ACCEPT,0.0,4.9014,0.0422
2024-03-27,L76143194,S2713,527,8,0,0,0,0,ACCEPT,0.0,4.9672,0.0407
2024-03-27,L10332886,S3320,2942,20,0,0,0,0,ACCEPT,0.0,4.9568,0.0317
2024-03-27,L57674456,S1175,3383,25,0,0,0,0,ACCEPT,0.0,5.0162,0.0293
2024-03-27,L84417198,S2713,1575,16,0,0,0,0,ACCEPT,0.0,4.9422,0.0475
2024-03-27,L58612060,S6577,1488,16,0,0,0,0,ACCEPT,0.0,4.9434,0.0224
2024-03-27,L53254125,S1175,614,10,0,0,0,0,ACCEPT,0.0,4.9873,0.0457
2024-03-27,L63795240,S1175,200,8,0,0,0,0,ACCEPT,0.0,4.9812,0.0467
2024-03-27,L75893219,S3320,1386,12,0,0,0,0,ACCEPT,0.0,4.9437,0.0488
2024-03-27,L83809301,S2713,1616,16,0,0,0,0,ACCEPT,0.0,4.9816,0.022
2024-03-27,L95131684,S6577,612,12,1,0,0,1,REJECT,1633.99,4.9831,0.0445
2024-03-27,L30183850,S3320,409,8,0,0,0,0,ACCEPT,0.0,5.0316,0.0376
2024-03-27,L51668301,S1175,336,8,0,0,0,0,ACCEPT,0.0,4.8819,0.0413
2024-03-27,L25266260,S6577,1419,14,0,0,0,0,ACCEPT,0.0,5.015,0.0201
2024-03-27,L64186227,S7142,1302,16,1,0,0,1,REJECT,768.05,4.9468,0.0265
2024-03-27,L09303417,S3320,3963,20,0,0,0,0,ACCEPT,0.0,4.9284,0.0255
2024-03-27,L43841213,S4428,536,10,0,0,0,0,ACCEPT,0.0,4.9803,0.0319
2024-03-27,L30283095,S2713,900,12,0,0,0,0,ACCEPT,0.0,4.9739,0.0455
2024-03-27,L85671218,S3320,1221,10,0,0,0,0,ACCEPT,0.0,4.9519,0.061
2024-03-27,L28074903,S1175,692,10,0,0,0,0,ACCEPT,0.0,4.9968,0.0265
2024-03-27,L66184368,S5002,2777,25,0,0,0,0,ACCEPT,0.0,4.9685,0.0405
2024-03-27,L35753861,S1175,4139,25,0,0,0,0,ACCEPT,0.0,5.0463,0.0223
2024-03-27,L28771377,S2713,397,8,0,0,0,0,ACCEPT,0.0,5.0276,0.041
2024-03-27,L01504845,S4428,759,12,0,0,0,0,ACCEPT,0.0,4.9732,0.0287
2024-03-27,L59125381,S1175,4513,25,0,0,0,0,ACCEPT,0.0,5.0379,0.0493
2024-03-27,L29863023,S4428,1658,16,0,0,0,0,ACCEPT,0.0,4.9778,0.04
2024-03-27,L75307746,S4428,1349,16,0,0,0,0,ACCEPT,0.0,4.9666,0.0377
2024-03-27,L56677967,S7142,1688,20,0,0,0,0,ACCEPT,0.0,4.9375,0.0467
2024-03-27,L80887109,S2713,2312,16,0,0,0,0,ACCEPT,0.0,4.9788,0.0347
2024-03-27,L41404361,S1175,1771,14,0,0,0,0,ACCEPT,0.0,5.022,0.0261
2024-03-27,L41707405,S4428,1486,12,0,0,0,0,ACCEPT,0.0,5.0118,0.0046
2024-03-27,L02179532,S1175,1212,12,0,0,0,0,ACCEPT,0.0,5.0219,0.0215
2024-03-27,L15582038,S2713,4621,25,0,0,0,0,ACCEPT,0.0,5.0188,0.0353
2024-03-27,L96751080,S7142,919,14,0,0,0,0,ACCEPT,0.0,4.9715,0.0271
2024-03-27,L51541442,S2713,1201,12,0,0,0,0,ACCEPT,0.0,5.021,0.0323
2024-03-27,L97385650,S1175,5000,30,0,0,0,0,ACCEPT,0.0,5.0162,0.0349
2024-03-27,L50987627,S4428,1662,12,0,0,0,0,ACCEPT,0.0,4.9253,0.0387
2024-03-27,L87647129,S2713,1123,12,0,0,0,0,ACCEPT,0.0,4.9849,0.0339
2024-03-28,L59158928,S2713,1712,16,0,0,0,0,ACCEPT,0.0,4.9776,0.0379
2024-03-28,L46263673,S4428,591,8,0,0,0,0,ACCEPT,0.0,4.942,0.0187
2024-03-28,L21220355,S6577,388,8,0,0,0,0,ACCEPT,0.0,5.0873,0.0257
2024-03-28,L33056610,S4428,574,8,0,0,0,0,ACCEPT,0.0,5.0323,0.0471
2024-03-28,L05452387,S7142,466,10,1,0,0,1,REJECT,2145.92,4.9889,0.0368
2024-03-28,L85286541,S5002,439,8,0,0,0,0,ACCEPT,0.0,5.0569,0.0422
2024-03-28,L82893975,S5002,1307,16,0,0,0,0,ACCEPT,0.0,4.8684,0.0402
2024-03-28,L77531408,S4428,988,12,0,0,0,0,ACCEPT,0.0,4.9561,0.036
2024-03-28,L18614165,S1175,2079,16,0,0,0,0,ACCEPT,0.0,5.0482,0.0526
2024-03-28,L72947246,S7142,1390,18,0,0,0,0,ACCEPT,0.0,5.0113,0.0322
2024-03-28,L88836367,S2713,360,8,0,0,0,0,ACCEPT,0.0,5.023,0.0428
2024-03-28,L00221625,S2713,200,8,0,0,0,0,ACCEPT,0.0,4.9627,0.036
2024-03-28,L17390861,S4428,417,8,0,0,0,0,ACCEPT,0.0,5.0558,0.0282
2024-03-28,L67982918,S4428,2576,20,0,0,0,0,ACCEPT,0.0,4.9022,0.0335
2024-03-28,L89123962,S1175,2518,20,0,0,0,0,ACCEPT,0.0,5.0554,0.031
2024-03-28,L99605336,S3320,3212,16,0,0,0,0,ACCEPT,0.0,5.0436,0.0437
2024-03-28,L51226979,S4428,2774,20,0,0,0,0,ACCEPT,0.0,4.8982,0.0216
2024-03-28,L99110745,S6577,3559,25,0,0,0,0,ACCEPT,0.0,4.9956,0.0168
2024-03-28,L91225316,S5002,1802,20,0,0,0,0,ACCEPT,0.0,5.0287,0.0263
2024-03-28,L57648410,S7142,5000,35,0,0,0,0,ACCEPT,0.0,4.9863,0.0416
2024-03-28,L25415618,S4428,1610,14,0,0,0,0,ACCEPT,0.0,5.025,0.0302
2024-03-28,L77449325,S1175,5000,25,0,0,0,0,ACCEPT,0.0,5.028,0.0548
2024-03-28,L95022452,S4428,641,12,0,0,0,0,ACCEPT,0.0,4.956,0.0506
2024-03-28,L32803952,S7142,625,12,0,0,0,0,ACCEPT,0.0,4.9952,0.0254
2024-03-28,L31150650,S5002,990,12,0,0,0,0,ACCEPT,0.0,4.9593,0.0329
2024-03-28,L68411510,S4428,1156,16,0,0,0,0,ACCEPT,0.0,4.9352,0.0499
2024-03-28,L16896381,S5002,870,14,0,0,0,0,ACCEPT,0.0,4.9848,0.0184
2024-03-28,L24170801,S1175,2059,16,0,0,0,0,ACCEPT,0.0,5.0244,0.0401
2024-03-28,L89797942,S6577,1083,8,0,0,0,0,ACCEPT,0.0,4.9857,0.0294
2024-03-28,L04357395,S2713,654,16,0,0,0,0,ACCEPT,0.0,4.9785,0.0405
2024-03-28,L32443217,S5002,808,16,0,0,0,0,ACCEPT,0.0,4.903,0.0342
2024-03-28,L34231934,S2713,4055,25,0,0,0,0,ACCEPT,0.0,4.9968,0.0258
2024-03-28,L92948808,S7142,1648,20,1,0,0,1,REJECT,606.8,4.9673,0.0196
2024-03-28,L13870669,S4428,224,8,0,0,0,0,ACCEPT,0.0,5.0033,0.0218
2024-03-28,L18150070,S3320,5000,25,0,0,0,0,ACCEPT,0.0,5.0772,0.0357
2024-03-28,L10095296,S2713,1851,16,0,0,0,0,ACCEPT,0.0,4.9048,0.0308
2024-03-28,L40319254,S4428,2274,16,0,0,0,0,ACCEPT,0.0,4.9614,0.0281
2024-03-28,L77495717,S4428,3039,20,0,0,0,0,ACCEPT,0.0,4.9531,0.0455
2024-03-28,L38256289,S5002,3200,30,0,0,0,0,ACCEPT,0.0,5.0149,0.0392
2024-03-28,L82202043,S3320,479,8,0,0,0,0,ACCEPT,0.0,4.9689,0.0475
2024-03-28,L48291260,S2713,412,8,0,0,0,0,ACCEPT,0.0,4.9791,0.0234
2024-03-28,L11560271,S2713,5000,25,0,0,0,0,ACCEPT,0.0,5.0502,0.0368
2024-03-28,L13065572,S1175,597,8,0,0,0,0,ACCEPT,0.0,4.9671,0.0229
2024-03-28,L33864467,S2713,1752,16,0,0,0,0,ACCEPT,0.0,5.0163,0.0222
2024-03-28,L26197029,S5002,5000,40,0,0,0,0,ACCEPT,0.0,4.9945,0.0048
2024-03-28,L83271683,S1175,770,12,0,0,0,0,ACCEPT,0.0,4.9962,0.042
2024-03-28,L74063970,S2713,837,10,0,0,0,0,ACCEPT,0.0,4.9957,0.0364
2024-03-28,L99636301,S3320,3031,12,0,0,0,0,ACCEPT,0.0,5.0165,0.0396
2024-03-28,L07382099,S1175,1485,18,0,0,0,0,ACCEPT,0.0,4.9942,0.012
2024-03-28,L83025228,S1175,1969,18,0,0,0,0,ACCEPT,0.0,4.9928,0.0337
2024-03-28,L97989348,S5002,1107,16,0,0,0,0,ACCEPT,0.0,5.0023,0.0402
2024-03-28,L02097310,S3320,709,10,0,0,0,0,ACCEPT,0.0,4.9121,0.025
2024-03-28,L26341720,S7142,860,12,0,0,0,0,ACCEPT,0.0,5.0079,0.0349
2024-03-28,L11115210,S7142,3960,30,1,0,0,1,REJECT,252.53,5.0014,0.0548
2024-03-28,L92805647,S4428,893,8,0,0,0,0,ACCEPT,0.0,4.9793,0.0548
2024-03-28,L42624274,S4428,1842,16,0,0,0,0,ACCEPT,0.0,5.0502,0.0366
2024-03-28,L30275455,S5002,455,12,0,0,0,0,ACCEPT,0.0,5.0498,0.0473
2024-03-28,L83783933,S1175,5000,30,0,0,0,0,ACCEPT,0.0,4.9453,0.063
2024-03-28,L23663312,S2713,1651,18,0,0,0,0,ACCEPT,0.0,4.9928,0.0417
2024-03-28,L40248295,S4428,1685,16,0,0,0,0,ACCEPT,0.0,5.0388,0.0305
2024-03-28,L54086927,S5002,3030,30,1,0,1,0,REJECT,330.03,4.9801,0.0141
2024-03-28,L38656524,S7142,742,12,0,0,0,0,ACCEPT,0.0,5.0546,0.0214
2024-03-28,L65033058,S5002,3959,35,0,0,0,0,ACCEPT,0.0,4.9979,0.0385
2024-03-28,L23220376,S4428,263,8,0,0,0,0,ACCEPT,0.0,4.9835,0.0483
2024-03-28,L96348947,S1175,649,8,0,0,0,0,ACCEPT,0.0,4.992,0.0295
2024-03-28,L86385900,S2713,539,12,0,0,0,0,ACCEPT,0.0,5.0402,0.0366
2024-03-28,L52913240,S6577,200,8,0,0,0,0,ACCEPT,0.0,4.9808,0.0345
2024-03-28,L91932253,S4428,707,8,0,0,0,0,ACCEPT,0.0,5.0905,0.0405
2024-03-28,L20812250,S2713,1139,12,0,0,0,0,ACCEPT,0.0,5.0761,0.0311
2024-03-28,L69633135,S7142,403,8,0,0,0,0,ACCEPT,0.0,5.0118,0.0579
2024-03-28,L04891648,S4428,349,10,0,0,0,0,ACCEPT,0.0,5.0296,0.0261
2024-03-28,L33417036,S1175,1250,14,0,0,0,0,ACCEPT,0.0,4.933,0.0345
2024-03-28,L19816670,S3320,1108,8,0,0,0,0,ACCEPT,0.0,5.0446,0.0463
2024-03-28,L10016924,S1175,920,8,0,0,0,0,ACCEPT,0.0,4.9108,0.0346
2024-03-28,L17958977,S2713,338,8,0,0,0,0,ACCEPT,0.0,4.9818,0.0204
2024-03-28,L57586599,S3320,809,8,0,0,0,0,ACCEPT,0.0,5.0268,0.0149
2024-03-28,L64346211,S6577,616,8,0,0,0,0,ACCEPT,0.0,5.0431,0.0626
2024-03-28,L03528011,S1175,1308,12,0,0,0,0,ACCEPT,0.0,5.0195,0.0696
2024-03-28,L27190392,S5002,686,16,0,0,0,0,ACCEPT,0.0,5.0381,0.0494
2024-03-28,L36626525,S6577,1154,14,0,0,0,0,ACCEPT,0.0,5.0475,0.0516
2024-03-28,L88135097,S4428,324,8,0,0,0,0,ACCEPT,0.0,5.0102,0.0513
2024-03-28,L63248012,S4428,297,8,0,0,0,0,ACCEPT,0.0,5.0117,0.0388
2024-03-28,L11716980,S2713,2096,20,0,0,0,0,ACCEPT,0.0,5.0333,0.0327
2024-03-28,L12363005,S2713,2580,20,0,0,0,0,ACCEPT,0.0,5.0616,0.0519
2024-03-28,L89463833,S4428,810,8,0,0,0,0,ACCEPT,0.0,4.9225,0.0208
2024-03-28,L42247027,S2713,1234,14,0,0,0,0,ACCEPT,0.0,5.0527,0.0309
2024-03-28,L00061886,S1175,765,8,1,0,0,1,REJECT,1307.19,5.0457,0.0308
2024-03-28,L23529534,S6577,3595,20,0,0,0,0,ACCEPT,0.0,5.0699,0.0385
2024-03-29,L11324790,S2713,1430,12,0,0,0,0,ACCEPT,0.0,4.9525,0.008
2024-03-29,L74943849,S6577,694,8,0,0,0,0,ACCEPT,0.0,4.9626,0.0436
2024-03-29,L13500780,S5002,947,14,0,0,0,0,ACCEPT,0.0,4.9225,0.0412
2024-03-29,L02078430,S2713,753,10,0,0,0,0,ACCEPT,0.0,5.0311,0.0486
2024-03-29,L99163752,S6577,755,12,0,0,0,0,ACCEPT,0.0,5.0268,0.0331
2024-03-29,L11551479,S2713,1225,16,0,0,0,0,ACCEPT,0.0,5.095,0.034
2024-03-29,L47919607,S1175,200,8,0,0,0,0,ACCEPT,0.0,5.0216,0.0069
2024-03-29,L28559041,S3320,4879,20,0,0,0,0,ACCEPT,0.0,4.9774,0.0467
2024-03-29,L04976575,S4428,2573,16,0,0,0,0,ACCEPT,0.0,4.9859,0.0406
2024-03-29,L66325845,S1175,1409,14,0,0,0,0,ACCEPT,0.0,5.0869,0.0291
2024-03-29,L03935271,S4428,2772,20,0,0,0,0,ACCEPT,0.0,4.978,0.0302
2024-03-29,L09429121,S2713,309,12,0,0,0,0,ACCEPT,0.0,5.0694,0.0392
2024-03-29,L53106623,S6577,209,8,0,0,0,0,ACCEPT,0.0,5.0623,0.0281
2024-03-29,L38882224,S1175,200,8,0,0,0,0,ACCEPT,0.0,5.0601,0.0244
2024-03-29,L31009387,S4428,1850,16,0,0,0,0,ACCEPT,0.0,5.0699,0.0313
2024-03-29,L96085951,S2713,1382,12,0,0,0,0,ACCEPT,0.0,5.011,0.0256
2024-03-29,L49540692,S1175,1719,16,0,0,0,0,ACCEPT,0.0,4.9821,0.0237
2024-03-29,L23063132,S1175,3059,20,0,0,0,0,ACCEPT,0.0,4.987,0.0675
2024-03-29,L62424518,S1175,200,8,0,0,0,0,ACCEPT,0.0,4.9883,0.0423
2024-03-29,L89682040,S5002,361,8,0,0,0,0,ACCEPT,0.0,5.0159,0.0305
2024-03-29,L00123976,S1175,624,8,0,0,0,0,ACCEPT,0.0,5.0633,0.0308
2024-03-29,L97819726,S4428,2335,20,0,0,0,0,ACCEPT,0.0,5.0318,0.0322
2024-03-29,L04625340,S7142,1393,18,0,0,0,0,ACCEPT,0.0,5.0142,0.0269
2024-03-29,L87039836,S2713,5000,30,0,0,0,0,ACCEPT,0.0,5.009,0.037
2024-03-29,L97152020,S7142,402,8,0,0,0,0,ACCEPT,0.0,5.0329,0.0451
2024-03-29,L18348816,S5002,2023,20,0,0,0,0,ACCEPT,0.0,4.99,0.0348
2024-03-29,L69622048,S2713,3104,25,0,0,0,0,ACCEPT,0.0,5.0076,0.0531
2024-03-29,L02285038,S4428,5000,25,1,0,0,1,REJECT,200.0,5.0212,0.0452
2024-03-29,L03278667,S2713,977,12,0,0,0,0,ACCEPT,0.0,4.9715,0.0663
2024-03-29,L09466658,S4428,326,8,0,0,0,0,ACCEPT,0.0,5.008,0.0238
2024-03-29,L65747621,S1175,2313,20,0,0,0,0,ACCEPT,0.0,5.0293,0.0387
2024-03-29,L80894739,S7142,1607,20,0,0,0,0,ACCEPT,0.0,4.9801,0.0242
2024-03-29,L69180840,S1175,2134,20,0,0,0,0,ACCEPT,0.0,5.044,0.0248
2024-03-29,L58485375,S3320,4631,20,0,0,0,0,ACCEPT,0.0,5.0481,0.0279
2024-03-29,L09981542,S2713,946,12,0,0,0,0,ACCEPT,0.0,5.0838,0.0239
2024-03-29,L08399030,S2713,425,8,0,0,0,0,ACCEPT,0.0,5.044,0.0402
2024-03-29,L55315037,S7142,2115,25,0,0,0,0,ACCEPT,0.0,4.9918,0.0223
2024-03-29,L89515071,S1175,1633,16,1,1,0,0,REJECT,612.37,5.0365,0.0341
2024-03-29,L28844195,S4428,874,8,0,0,0,0,ACCEPT,0.0,5.0546,0.0261
2024-03-29,L21072796,S7142,437,12,1,0,1,0,REJECT,2288.33,5.0035,0.0492
2024-03-29,L56736498,S5002,1689,20,0,0,0,0,ACCEPT,0.0,5.0098,0.0079
2024-03-29,L66301520,S7142,2826,25,0,0,0,0,ACCEPT,0.0,5.031,0.0501
2024-03-29,L17891549,S2713,244,8,0,0,0,0,ACCEPT,0.0,5.0032,0.0434
2024-03-29,L69059738,S5002,1254,16,1,0,0,1,REJECT,797.45,4.9378,0.0458
2024-03-29,L25887499,S1175,2165,16,0,0,0,0,ACCEPT,0.0,4.9205,0.0326
2024-03-29,L17593418,S2713,5000,25,0,0,0,0,ACCEPT,0.0,4.9816,0.0066
2024-03-29,L75314419,S1175,1283,12,1,0,0,1,REJECT,779.42,4.9873,0.0543
2024-03-29,L44986352,S5002,5000,35,0,0,0,0,ACCEPT,0.0,4.9761,0.0347
2024-03-29,L04642988,S4428,2775,20,0,0,0,0,ACCEPT,0.0,5.0253,0.013
2024-03-29,L97504855,S7142,2832,25,0,0,0,0,ACCEPT,0.0,5.0498,0.0297
2024-03-29,L89096451,S3320,536,8,0,0,0,0,ACCEPT,0.0,4.9255,0.032
2024-03-29,L77994994,S6577,5000,30,0,0,0,0,ACCEPT,0.0,4.988,0.0348
2024-03-29,L67029117,S3320,1277,12,0,0,0,0,ACCEPT,0.0,4.8933,0.0323
2024-03-29,L95124970,S6577,1471,14,0,0,0,0,ACCEPT,0.0,4.952,0.0406
2024-03-29,L58483176,S7142,1224,16,0,0,0,0,ACCEPT,0.0,4.9917,0.0469
2024-03-29,L92091580,S1175,4147,25,1,0,0,1,REJECT,241.14,4.9955,0.026
2024-03-29,L89488017,S4428,5000,25,0,0,0,0,ACCEPT,0.0,4.9851,0.0267
2024-03-29,L86247518,S2713,2321,16,0,0,0,0,ACCEPT,0.0,4.9455,0.0218
2024-03-29,L89071918,S6577,818,8,0,0,0,0,ACCEPT,0.0,5.0212,0.0329
2024-03-29,L76897308,S1175,5000,25,0,0,0,0,ACCEPT,0.0,4.9941,0.0444
2024-03-29,L59665833,S4428,340,8,0,0,0,0,ACCEPT,0.0,4.9968,0.0489
2024-03-29,L55456744,S4428,598,8,0,0,0,0,ACCEPT,0.0,4.9427,0.0103
2024-03-29,L51173913,S5002,300,12,0,0,0,0,ACCEPT,0.0,4.9806,0.026
2024-03-29,L32499772,S2713,831,8,0,0,0,0,ACCEPT,0.0,4.9903,0.0209
2024-03-29,L38582094,S4428,3275,20,0,0,0,0,ACCEPT,0.0,4.9836,0.0407
2024-03-29,L01304018,S6577,960,12,0,0,0,0,ACCEPT,0.0,5.0304,0.0537
2024-03-29,L28151441,S3320,1273,8,0,0,0,0,ACCEPT,0.0,5.0226,0.0339
2024-03-29,L15869170,S1175,1727,14,0,0,0,0,ACCEPT,0.0,5.005,0.0415
2024-03-29,L54713038,S2713,955,12,0,0,0,0,ACCEPT,0.0,4.9392,0.0395
2024-03-29,L91213926,S5002,393,12,0,0,0,0,ACCEPT,0.0,4.9371,0.0287
2024-03-29,L78729877,S5002,230,8,0,0,0,0,ACCEPT,0.0,5.0083,0.0468
2024-03-29,L47779142,S4428,4432,25,0,0,0,0,ACCEPT,0.0,4.9971,0.0349
2024-03-29,L55440212,S7142,636,12,1,0,1,0,REJECT,1572.33,5.0046,0.0474
2024-03-29,L22306661,S7142,605,12,0,0,0,0,ACCEPT,0.0,4.9881,0.0301
2024-03-29,L68010245,S1175,269,8,0,0,0,0,ACCEPT,0.0,5.0355,0.03
2024-03-29,L02433154,S5002,1046,16,0,0,0,0,ACCEPT,0.0,5.0081,0.0273
2024-03-29,L18824822,S7142,2065,18,1,0,0,1,REJECT,484.26,4.9407,0.0452
2024-03-29,L20626183,S2713,834,8,0,0,0,0,ACCEPT,0.0,5.0264,0.03
2024-03-29,L48072725,S7142,1704,20,0,0,0,0,ACCEPT,0.0,5.0097,0.0355
2024-03-29,L95822678,S5002,200,8,0,0,0,0,ACCEPT,0.0,4.9885,0.0406
2024-03-29,L73392480,S4428,1423,12,1,0,1,0,REJECT,702.74,4.9651,0.0227
2024-03-29,L07023935,S7142,797,16,1,0,1,0,REJECT,1254.71,4.981,0.0528
2024-03-29,L76534326,S1175,284,8,0,0,0,0,ACCEPT,0.0,5.0082,0.0463
2024-03-29,L43425035,S4428,238,8,0,0,0,0,ACCEPT,0.0,5.0095,0.0432
2024-03-29,L35972017,S4428,508,12,0,0,0,0,ACCEPT,0.0,4.9535,0.0475
2024-03-29,L14771167,S6577,356,8,0,0,0,0,ACCEPT,0.0,5.1008,0.0162
2024-03-29,L26130253,S7142,1698,20,0,0,0,0,ACCEPT,0.0,5.0127,0.0448
2024-03-29,L68357913,S7142,1854,20,1,0,1,0,REJECT,539.37,4.9776,0.03
2024-03-29,L74050943,S3320,1425,12,0,0,0,0,ACCEPT,0.0,5.0153,0.0571
2024-03-29,L65039220,S4428,1748,14,0,0,0,0,ACCEPT,0.0,4.996,0.0306
2024-03-29,L03950923,S4428,250,8,0,0,0,0,ACCEPT,0.0,5.0214,0.0392
2024-03-29,L93242168,S1175,1994,18,0,0,0,0,ACCEPT,0.0,5.0519,0.0401
2024-03-29,L17606339,S4428,2337,20,0,0,0,0,ACCEPT,0.0,5.0261,0.0301
2024-03-29,L90760355,S1175,1578,16,0,0,0,0,ACCEPT,0.0,4.9423,0.0214
2024-03-29,L87512644,S1175,1088,16,0,0,0,0,ACCEPT,0.0,5.0436,0.0398
2024-03-29,L39281067,S1175,571,10,0,0,0,0,ACCEPT,0.0,5.0258,0.01
2024-03-29,L25613538,S7142,1684,18,0,0,0,0,ACCEPT,0.0,5.0767,0.0373
2024-03-29,L28715863,S4428,819,8,0,0,0,0,ACCEPT,0.0,5.0029,0.0462
2024-03-29,L38580929,S2713,3020,20,0,0,0,0,ACCEPT,0.0,4.9675,0.0339
2024-03-29,L59312012,S4428,1584,14,0,0,0,0,ACCEPT,0.0,5.0262,0.0445
2024-03-29,L88383659,S4428,1014,10,0,0,0,0,ACCEPT,0.0,4.9606,0.0516
2024-03-29,L21118807,S1175,852,8,0,0,0,0,ACCEPT,0.0,4.9946,0.0233
2024-03-29,L83263381,S2713,1024,16,0,0,0,0,ACCEPT,0.0,4.9061,0.056
2024-03-29,L26313592,S1175,1029,12,0,0,0,0,ACCEPT,0.0,4.9451,0.0267
2024-03-29,L70827607,S4428,1110,12,0,0,0,0,ACCEPT,0.0,5.024,0.0173
2024-03-29,L55293640,S1175,330,12,0,0,0,0,ACCEPT,0.0,4.9202,0.0508
2024-03-29,L45981292,S2713,1523,12,0,0,0,0,ACCEPT,0.0,5.0185,0.0362
2024-03-29,L46041006,S7142,1423,20,0,0,0,0,ACCEPT,0.0,5.0604,0.0283
2024-03-29,L35335247,S2713,369,8,0,0,0,0,ACCEPT,0.0,4.9872,0.0307
2024-03-29,L98318674,S1175,1511,16,0,0,0,0,ACCEPT,0.0,4.9702,0.0468
2024-03-29,L03427541,S7142,1186,16,0,0,0,0,ACCEPT,0.0,4.9609,0.0352
2024-03-29,L26537341,S7142,523,12,0,0,0,0,ACCEPT,0.0,5.0022,0.038
2024-03-29,L92641525,S1175,2200,16,0,0,0,0,ACCEPT,0.0,4.9915,0.0239
2024-03-29,L43061283,S6577,4579,25,0,0,0,0,ACCEPT,0.0,4.9755,0.0458
2024-03-29,L87822895,S1175,677,12,0,0,0,0,ACCEPT,0.0,5.0647,0.0511
2024-03-29,L71781347,S7142,1333,16,0,0,0,0,ACCEPT,0.0,5.0404,0.0187
2024-03-29,L73216249,S5002,4184,30,1,0,0,1,REJECT,239.01,4.9518,0.0449
2024-03-29,L35235965,S5002,200,8,0,0,0,0,ACCEPT,0.0,5.0228,0.0556
2024-03-29,L18218745,S1175,5000,25,0,0,0,0,ACCEPT,0.0,5.0813,0.0332
2024-03-29,L25528960,S4428,1300,14,0,0,0,0,ACCEPT,0.0,4.9695,0.0394
2024-03-29,L68172112,S1175,2560,16,0,0,0,0,ACCEPT,0.0,4.9851,0.0391
2024-03-30,L97643237,S6577,827,10,1,0,0,1,REJECT,1209.19,5.026,0.0184
2024-03-30,L70116948,S1175,383,8,0,0,0,0,ACCEPT,0.0,5.0493,0.0318
2024-03-30,L35488916,S3320,900,8,0,0,0,0,ACCEPT,0.0,4.9718,0.0469
2024-03-30,L64395914,S7142,932,20,1,0,0,1,REJECT,1072.96,4.9499,0.0405
2024-03-30,L57691728,S1175,480,8,0,0,0,0,ACCEPT,0.0,4.9353,0.0232
2024-03-30,L22645152,S4428,2299,16,0,0,0,0,ACCEPT,0.0,4.9937,0.0167
2024-03-30,L37127011,S5002,433,8,0,0,0,0,ACCEPT,0.0,4.9301,0.0479
2024-03-30,L67163816,S4428,4170,25,0,0,0,0,ACCEPT,0.0,4.9571,0.0433
2024-03-30,L22799650,S1175,964,12,0,0,0,0,ACCEPT,0.0,4.9203,0.0267
2024-03-30,L36015951,S1175,620,12,0,0,0,0,ACCEPT,0.0,4.9696,0.0306
2024-03-30,L18997634,S6577,2058,16,0,0,0,0,ACCEPT,0.0,5.0032,0.0382
2024-03-30,L34723827,S5002,1242,18,0,0,0,0,ACCEPT,0.0,4.9992,0.0188
2024-03-30,L04714163,S2713,2566,20,0,0,0,0,ACCEPT,0.0,4.9427,0.0531
2024-03-30,L35190999,S4428,200,8,0,0,0,0,ACCEPT,0.0,4.9292,0.0187
2024-03-30,L57996496,S5002,2012,20,0,0,0,0,ACCEPT,0.0,4.9229,0.0453
2024-03-30,L07964121,S4428,714,8,0,0,0,0,ACCEPT,0.0,4.9691,0.0263
2024-03-30,L03518309,S1175,1246,12,0,0,0,0,ACCEPT,0.0,4.9772,0.0209
2024-03-30,L96897386,S7142,1099,16,0,0,0,0,ACCEPT,0.0,5.0267,0.0363
2024-03-30,L64035538,S1175,4613,25,0,0,0,0,ACCEPT,0.0,5.0162,0.0497
2024-03-30,L98183759,S5002,200,8,0,0,0,0,ACCEPT,0.0,4.9487,0.0352
2024-03-30,L98851566,S5002,5000,40,0,0,0,0,ACCEPT,0.0,4.9951,0.0314
2024-03-30,L42666484,S4428,2432,18,0,0,0,0,ACCEPT,0.0,4.9889,0.0481
2024-03-30,L22000979,S3320,1397,12,0,0,0,0,ACCEPT,0.0,4.9762,0.0262
2024-03-30,L38715383,S6577,286,8,0,0,0,0,ACCEPT,0.0,5.0047,0.0345
2024-03-30,L40348477,S5002,225,8,0,0,0,0,ACCEPT,0.0,5.0456,0.0437
2024-03-31,L22420428,S1175,457,8,0,0,0,0,ACCEPT,0.0,4.9538,0.0238
2024-03-31,L47164149,S2713,340,8,0,0,0,0,ACCEPT,0.0,4.9423,0.0469
2024-03-31,L29390645,S7142,3912,30,1,0,0,1,REJECT,255.62,5.056,0.0417
2024-03-31,L15631124,S4428,366,8,0,0,0,0,ACCEPT,0.0,4.942,0.0306
2024-03-31,L08078958,S5002,329,8,0,0,0,0,ACCEPT,0.0,4.9464,0.0327
2024-03-31,L48345275,S6577,1333,16,0,0,0,0,ACCEPT,0.0,5.0289,0.0269
