date,line_id,build_id,units_built,first_pass_yield,rework_units,scrap_units,oqa_defects,oqa_pass_rate,field_return_rate_est,shift
2024-05-29,CORK-L1,B408867,1878,0.9746,30,18,8,0.9647,0.00112,A
2024-05-29,CORK-L3,B408867,2279,0.9741,42,17,15,0.9898,0.00214,A
2024-05-30,CORK-L1,B408867,2900,0.9685,68,23,16,0.9697,0.00215,B
2024-05-30,CORK-L3,B408867,2919,0.9734,46,32,23,0.9727,0.0,A
2024-05-31,CORK-L1,B408867,761,0.9751,13,6,4,0.9804,0.00219,A
2024-05-31,CORK-L3,B408867,767,0.9701,17,6,6,0.9795,0.00149,B
2024-06-01,CORK-L1,B408867,535,0.9716,11,4,4,0.9602,0.00157,B
2024-06-01,CORK-L3,B408867,368,0.9678,9,3,2,0.9688,0.00311,B
2024-06-02,CORK-L1,B408867,1538,0.976,22,15,10,0.9805,0.00178,A
2024-06-02,CORK-L3,B408867,1544,0.9703,35,11,11,0.973,0.00157,A
2024-06-03,CORK-L1,B408867,676,0.9712,15,4,3,0.9655,0.00171,B
2024-06-03,CORK-L3,B408867,605,0.9686,12,7,5,0.9712,0.00072,A
2024-06-04,CORK-L1,B408867,857,0.9729,18,5,5,0.9616,0.00258,A
2024-06-04,CORK-L3,B408867,912,0.9633,25,8,9,0.9664,0.00111,B
2024-06-05,CORK-L1,B408867,2135,0.9706,42,21,9,0.9776,0.00067,A
2024-06-05,CORK-L3,B408867,2234,0.9707,40,26,25,0.9596,0.00185,A
2024-06-06,CORK-L1,B408867,4336,0.9691,82,52,38,0.956,0.00251,A
2024-06-06,CORK-L3,B408867,3068,0.9705,71,20,33,0.9705,0.00143,A
2024-06-08,CORK-L1,B408867,567,0.9718,10,6,3,0.9695,0.00185,A
2024-06-08,CORK-L3,B408867,446,0.9643,9,7,6,0.9685,0.0013,B
2024-06-09,CORK-L1,B408867,754,0.9713,16,6,3,0.9689,0.00187,A
2024-06-09,CORK-L3,B408867,689,0.9693,14,7,8,0.9709,0.0,A
2024-06-10,CORK-L1,B408867,742,0.967,19,6,9,0.966,0.00164,B
2024-06-10,CORK-L3,B408867,760,0.9696,15,8,4,0.9668,0.00027,A
2024-06-11,CORK-L1,B408867,2488,0.9716,45,26,25,0.9737,0.00053,A
2024-06-11,CORK-L3,B408867,3279,0.9694,62,38,34,0.9665,0.00095,A
2024-05-31,CORK-L1,B021476,2621,0.9695,58,22,16,0.977,0.00178,A
2024-05-31,CORK-L3,B021476,2378,0.9701,55,16,27,0.9718,0.00121,A
2024-06-01,CORK-L1,B021476,1326,0.9641,33,15,17,0.9655,0.00173,B
2024-06-01,CORK-L3,B021476,1522,0.9711,29,15,15,0.9829,0.00117,A
2024-06-02,CORK-L1,B021476,1248,0.9708,27,9,14,0.9708,0.00224,A
2024-06-02,CORK-L3,B021476,1357,0.9661,27,19,12,0.9572,0.00046,B
2024-06-03,CORK-L1,B021476,3624,0.9719,63,39,21,0.9769,0.00229,A
2024-06-03,CORK-L3,B021476,3476,0.9647,90,33,47,0.9682,0.00195,B
2024-06-04,CORK-L1,B021476,357,0.9666,8,4,3,0.9636,0.00102,B
2024-06-04,CORK-L3,B021476,527,0.9713,11,4,5,0.9771,0.00271,A
2024-06-05,CORK-L1,B021476,1213,0.9652,34,8,11,0.9728,0.00048,B
2024-06-05,CORK-L3,B021476,1343,0.967,30,14,15,0.9695,0.00076,B
2024-06-06,CORK-L1,B021476,3220,0.9653,85,27,27,0.9722,0.00291,B
2024-06-06,CORK-L3,B021476,3618,0.9725,63,36,22,0.9705,0.00112,A
2024-06-08,CORK-L1,B021476,1242,0.9694,25,13,10,0.9718,0.00128,A
2024-06-08,CORK-L3,B021476,1406,0.9687,30,14,17,0.9608,0.00246,B
2024-05-31,CORK-L2,B053555,4183,0.9679,102,32,26,0.9724,0.00123,B
2024-06-01,CORK-L2,B053555,3431,0.9675,70,42,47,0.9655,0.00235,B
2024-06-02,CORK-L2,B053555,1748,0.9728,31,16,19,0.9645,0.00241,A
2024-06-03,CORK-L2,B053555,5495,0.9733,89,57,28,0.9808,0.00096,A
2024-06-04,CORK-L2,B053555,811,0.9745,15,6,7,0.9646,0.00053,A
2024-06-05,CORK-L2,B053555,913,0.9749,16,7,5,0.9737,0.0,A
2024-06-06,CORK-L2,B053555,7458,0.9727,149,55,77,0.978,0.00043,B
2024-06-08,CORK-L2,B053555,953,0.9746,14,10,7,0.9761,0.00082,A
2024-06-09,CORK-L2,B053555,1797,0.9697,40,15,22,0.9557,0.00146,B
2024-06-10,CORK-L2,B053555,1603,0.9745,27,14,17,0.9764,0.0023,A
2024-05-31,CORK-L2,B871312,3257,0.975,64,17,13,0.9802,0.00039,A
2024-06-01,CORK-L2,B871312,3248,0.9746,60,22,30,0.9701,0.00176,A
2024-06-02,CORK-L2,B871312,1097,0.9743,17,11,11,0.9608,0.00146,A
2024-06-03,CORK-L2,B871312,7815,0.9704,158,74,39,0.9706,0.0011,B
2024-06-04,CORK-L2,B871312,5690,0.9695,117,57,39,0.9628,0.00269,B
2024-06-05,CORK-L2,B871312,3163,0.9678,68,34,35,0.9735,0.00044,B
2024-06-06,CORK-L2,B871312,2519,0.9689,52,26,12,0.9706,0.00249,B
2024-06-08,CORK-L2,B871312,419,0.9683,9,4,4,0.9681,0.00086,B
2024-06-09,CORK-L2,B871312,3047,0.9728,64,19,31,0.9684,0.0015,A
2024-06-10,CORK-L2,B871312,5197,0.9731,106,34,43,0.9731,0.00232,A
2024-06-11,CORK-L2,B871312,5580,0.9713,119,41,49,0.9755,0.0012,A
2024-06-12,CORK-L2,B871312,2947,0.9674,60,36,18,0.9592,0.00176,B
2024-06-13,CORK-L2,B871312,4697,0.9731,80,46,48,0.9744,0.00052,A
2024-06-14,CORK-L2,B871312,3564,0.9694,71,38,46,0.9776,0.00091,B
2024-05-30,CORK-L2,B706800,2281,0.9726,45,18,22,0.9639,0.00218,A
2024-05-30,CORK-L1,B706800,2346,0.9673,49,28,18,0.9693,0.00097,B
2024-05-31,CORK-L2,B706800,3789,0.972,69,37,41,0.9709,0.00169,A
2024-05-31,CORK-L1,B706800,2400,0.9705,57,14,11,0.9663,0.0,A
2024-06-01,CORK-L2,B706800,1484,0.9728,29,11,16,0.9772,0.00099,A
2024-06-01,CORK-L1,B706800,1714,0.9699,41,11,19,0.9663,0.0016,A
2024-06-02,CORK-L2,B706800,757,0.9707,17,5,4,0.9686,0.00069,A
2024-06-02,CORK-L1,B706800,1016,0.9664,26,8,11,0.9643,0.00133,B
2024-05-31,CORK-L1,B776893,5439,0.9734,94,50,24,0.9729,0.00108,A
2024-06-01,CORK-L1,B776893,2998,0.9743,56,21,18,0.9771,0.00124,A
2024-06-02,CORK-L1,B776893,2656,0.9692,65,17,12,0.9704,0.00036,B
2024-06-03,CORK-L3,B393862,2609,0.9719,58,15,21,0.9628,0.00125,A
2024-06-03,CORK-L1,B393862,2242,0.9749,42,14,11,0.9728,0.00071,A
2024-06-04,CORK-L3,B393862,3311,0.9724,72,19,17,0.9726,0.00094,A
2024-06-04,CORK-L1,B393862,3219,0.975,62,18,31,0.9743,0.001,A
2024-06-05,CORK-L3,B393862,1089,0.9666,26,10,10,0.9615,0.00042,B
2024-06-05,CORK-L1,B393862,882,0.9733,14,10,6,0.9743,0.00076,A
2024-06-06,CORK-L3,B393862,2418,0.9669,55,25,28,0.9752,0.00242,B
2024-06-06,CORK-L1,B393862,1551,0.9672,32,19,12,0.9637,0.00091,B
2024-06-08,CORK-L3,B393862,180,0.9673,4,2,1,0.9648,0.00032,B
2024-06-08,CORK-L1,B393862,140,0.9721,3,1,1,0.9666,0.00127,A
2024-06-09,CORK-L3,B393862,1629,0.9657,38,18,19,0.9616,0.00192,B
2024-06-09,CORK-L1,B393862,1249,0.9684,29,11,6,0.9717,0.0024,B
2024-06-10,CORK-L3,B393862,1470,0.9704,30,14,9,0.9646,0.0007,A
2024-06-10,CORK-L1,B393862,1379,0.9693,30,12,17,0.9701,0.00157,B
2024-06-11,CORK-L3,B393862,3698,0.9664,87,37,45,0.9756,0.00136,B
2024-06-11,CORK-L1,B393862,3836,0.9685,87,34,23,0.9688,0.0,B
2024-06-12,CORK-L3,B393862,2342,0.9717,42,24,12,0.9757,0.00091,A
2024-06-12,CORK-L1,B393862,2130,0.9721,43,16,14,0.9667,0.00101,A
2024-06-08,CORK-L1,B253233,1297,0.9672,26,17,18,0.965,0.00124,B
2024-06-08,CORK-L3,B253233,1618,0.9665,32,22,11,0.9695,0.00147,B
2024-06-09,CORK-L1,B253233,493,0.9732,10,3,4,0.9741,0.00147,A
2024-06-09,CORK-L3,B253233,445,0.9677,9,5,2,0.9678,0.00096,B
2024-06-10,CORK-L1,B253233,411,0.9682,10,3,2,0.9734,0.00099,B
2024-06-10,CORK-L3,B253233,334,0.9727,6,3,3,0.9694,0.00039,A
2024-06-11,CORK-L1,B253233,3159,0.9723,68,19,13,0.9854,0.00224,A
2024-06-11,CORK-L3,B253233,2933,0.9727,58,22,21,0.9722,0.00146,A
2024-06-12,CORK-L1,B253233,726,0.9726,15,5,3,0.9763,0.00162,A
2024-06-12,CORK-L3,B253233,645,0.9749,10,6,6,0.9781,0.00116,A
2024-06-13,CORK-L1,B253233,3843,0.9688,71,49,35,0.9704,0.00184,B
2024-06-13,CORK-L3,B253233,2925,0.9742,44,31,27,0.9778,0.00061,A
2024-06-14,CORK-L1,B253233,2288,0.9738,47,13,17,0.972,0.00142,A
2024-06-14,CORK-L3,B253233,2479,0.9697,55,20,12,0.9655,0.00081,B
2024-06-15,CORK-L1,B253233,1873,0.9698,35,22,19,0.9757,0.00378,B
2024-06-15,CORK-L3,B253233,1825,0.9708,35,18,9,0.977,0.0016,B
2024-06-16,CORK-L1,B253233,503,0.9742,10,3,4,0.9768,0.00046,A
2024-06-16,CORK-L3,B253233,629,0.9744,10,6,4,0.9794,0.0,A
2024-06-17,CORK-L1,B253233,3698,0.9723,62,41,24,0.9736,0.0022,A
2024-06-17,CORK-L3,B253233,4218,0.9742,83,26,20,0.9747,0.00074,A
2024-06-18,CORK-L1,B253233,2118,0.9707,49,13,22,0.9699,0.00184,A
2024-06-18,CORK-L3,B253233,2239,0.9725,38,24,24,0.9694,0.00055,A
2024-06-19,CORK-L1,B253233,4428,0.9726,73,48,48,0.9882,0.00068,A
2024-06-19,CORK-L3,B253233,2993,0.9675,75,22,28,0.9816,0.0021,B
2024-06-20,CORK-L1,B253233,2631,0.9676,56,29,29,0.9645,0.00199,B
2024-06-20,CORK-L3,B253233,3144,0.9719,70,18,22,0.9738,0.001,A
2024-06-04,CORK-L1,B667031,2489,0.9726,42,26,26,0.9656,0.00186,A
2024-06-04,CORK-L2,B667031,2438,0.9718,40,29,15,0.9611,0.0,A
2024-06-05,CORK-L1,B667031,4202,0.9717,95,24,47,0.9625,0.00179,A
2024-06-05,CORK-L2,B667031,3610,0.9706,71,35,24,0.9724,0.00183,A
2024-06-06,CORK-L1,B667031,1321,0.9678,27,16,17,0.9689,0.00114,B
2024-06-06,CORK-L2,B667031,1810,0.964,49,16,27,0.9639,0.00112,B
2024-06-08,CORK-L1,B667031,1490,0.9728,24,16,6,0.9665,0.00146,A
2024-06-08,CORK-L2,B667031,1895,0.9643,48,20,25,0.9608,0.00224,B
2024-06-09,CORK-L1,B667031,322,0.9736,5,3,3,0.9659,0.00302,A
2024-06-09,CORK-L2,B667031,201,0.9698,4,2,1,0.9716,0.00179,A
2024-06-10,CORK-L1,B667031,883,0.975,14,8,9,0.9711,0.0018,A
2024-06-10,CORK-L2,B667031,636,0.9684,14,6,3,0.9795,0.00116,A
2024-06-11,CORK-L1,B667031,2831,0.9751,54,17,14,0.9804,0.00084,A
2024-06-11,CORK-L2,B667031,2475,0.9657,58,27,34,0.9686,0.00176,B
2024-06-12,CORK-L1,B667031,684,0.9726,14,5,6,0.9796,0.0011,A
2024-06-12,CORK-L2,B667031,831,0.9729,17,6,6,0.9713,0.00155,A
2024-06-13,CORK-L1,B667031,2574,0.9666,51,35,16,0.9564,0.00195,B
2024-06-13,CORK-L2,B667031,2443,0.9745,43,19,13,0.9766,0.00117,A
2024-06-14,CORK-L1,B667031,851,0.9714,14,10,7,0.965,0.00279,A
2024-06-14,CORK-L2,B667031,874,0.9712,17,8,6,0.9768,0.00263,A
2024-06-15,CORK-L1,B667031,913,0.9727,15,10,4,0.9725,0.00136,A
2024-06-15,CORK-L2,B667031,1414,0.9668,36,11,17,0.962,0.00196,B
2024-06-16,CORK-L1,B667031,1294,0.9681,26,15,9,0.9664,0.00251,B
2024-06-16,CORK-L2,B667031,1179,0.9668,29,10,7,0.967,0.0021,B
2024-06-17,CORK-L1,B667031,4155,0.9691,86,42,43,0.9645,0.00163,B
2024-06-17,CORK-L2,B667031,2845,0.973,50,27,26,0.9705,0.00223,A
2024-06-18,CORK-L1,B667031,928,0.9741,18,6,5,0.9782,0.00168,A
2024-06-18,CORK-L2,B667031,880,0.9738,14,9,4,0.9677,0.00216,A
2024-06-08,CORK-L3,B093978,3235,0.97,61,36,37,0.9608,0.00315,A
2024-06-09,CORK-L3,B093978,1572,0.9703,30,17,12,0.9741,0.00245,A
2024-06-10,CORK-L3,B093978,5213,0.8922,378,184,100,0.8887,0.00442,A
2024-06-11,CORK-L3,B093978,5080,0.9754,98,27,29,0.9771,0.0027,A
2024-06-12,CORK-L3,B093978,7681,0.974,119,81,83,0.9688,0.00112,A
2024-06-13,CORK-L3,B093978,7640,0.9706,150,74,32,0.9785,0.00241,B
2024-06-14,CORK-L3,B093978,2355,0.9708,43,26,18,0.9808,0.00297,B
2024-06-15,CORK-L3,B093978,3506,0.9726,68,28,17,0.9699,0.0,A
2024-06-16,CORK-L3,B093978,1811,0.9687,39,18,23,0.9766,0.00227,B
2024-06-17,CORK-L3,B093978,6300,0.9751,109,48,35,0.9796,0.0,A
2024-06-18,CORK-L3,B093978,7339,0.9735,135,60,67,0.9763,0.00127,A
2024-06-19,CORK-L3,B093978,7142,0.9682,178,49,59,0.9628,0.00212,B
2024-06-04,CORK-L2,B468068,1711,0.9703,34,17,19,0.9587,0.00055,B
2024-06-05,CORK-L2,B468068,7459,0.9682,184,53,42,0.9498,0.0,B
2024-06-06,CORK-L2,B468068,2617,0.9689,51,30,25,0.9728,0.00295,B
2024-06-08,CORK-L2,B468068,700,0.9736,11,7,6,0.9678,0.00089,A
2024-06-09,CORK-L2,B468068,2314,0.974,41,19,14,0.9779,0.00042,A
2024-06-10,CORK-L2,B468068,7201,0.9721,122,79,47,0.9839,0.0,A
2024-06-11,CORK-L2,B468068,2302,0.9725,40,23,12,0.9681,0.00196,A
2024-06-12,CORK-L2,B468068,6585,0.9719,118,67,57,0.9668,0.00173,A
2024-06-13,CORK-L2,B468068,4038,0.9726,68,43,24,0.9691,0.00175,A
2024-06-14,CORK-L2,B468068,1973,0.9703,37,22,11,0.9622,0.00042,B
2024-06-15,CORK-L2,B468068,1699,0.969,39,14,13,0.9632,2e-05,B
2024-06-16,CORK-L2,B468068,2206,0.9745,33,23,20,0.9671,0.00137,A
2024-06-17,CORK-L2,B468068,6454,0.9732,105,68,69,0.9713,0.00078,A
2024-06-05,CORK-L1,B048134,2822,0.9729,46,31,29,0.9734,0.00214,A
2024-06-05,CORK-L2,B048134,3564,0.9727,65,32,40,0.9755,0.00147,A
2024-06-06,CORK-L1,B048134,2203,0.9712,39,24,22,0.9613,0.00173,A
2024-06-06,CORK-L2,B048134,3335,0.9728,73,18,22,0.956,0.00242,A
2024-06-08,CORK-L1,B048134,377,0.9665,8,5,4,0.9674,0.00172,B
2024-06-08,CORK-L2,B048134,523,0.9673,12,5,4,0.9678,0.00134,B
2024-06-09,CORK-L1,B048134,1409,0.9713,26,14,16,0.9678,0.00131,A
2024-06-09,CORK-L2,B048134,1308,0.9665,30,14,9,0.9659,0.0,B
2024-06-10,CORK-L1,B048134,3738,0.9716,72,34,39,0.9751,0.00203,A
2024-06-10,CORK-L2,B048134,3291,0.9691,81,21,18,0.9754,0.00075,B
2024-06-11,CORK-L1,B048134,2919,0.9699,69,19,26,0.972,0.0016,B
2024-06-11,CORK-L2,B048134,2767,0.9703,57,25,28,0.9747,0.00094,B
2024-06-12,CORK-L1,B048134,4994,0.9754,73,50,24,0.9722,0.00245,A
2024-06-12,CORK-L2,B048134,4724,0.9745,78,42,34,0.9679,0.0004,A
2024-06-11,CORK-L1,B915131,7966,0.9743,163,42,32,0.967,0.00123,A
2024-06-12,CORK-L1,B915131,3841,0.969,82,37,45,0.9597,0.0,B
2024-06-13,CORK-L1,B915131,6983,0.9759,114,54,64,0.9752,0.00092,A
2024-06-14,CORK-L1,B915131,6079,0.9758,100,47,29,0.9867,0.00145,A
2024-06-15,CORK-L1,B915131,1112,0.976,21,6,7,0.9732,0.00176,A
2024-06-16,CORK-L1,B915131,3085,0.972,52,34,34,0.9674,0.00173,B
2024-06-17,CORK-L1,B915131,7672,0.9705,167,59,43,0.9654,0.00144,B
2024-06-18,CORK-L1,B915131,7655,0.9698,178,53,44,0.9731,0.00168,B
2024-06-19,CORK-L1,B915131,5658,0.9686,134,44,33,0.9645,0.00113,B
2024-06-20,CORK-L1,B915131,2014,0.9685,37,26,14,0.9761,0.00076,B
2024-06-21,CORK-L1,B915131,7035,0.9708,161,44,30,0.9574,0.0,A
2024-06-12,CORK-L2,B086801,740,0.9687,15,8,4,0.9777,0.00138,B
2024-06-12,CORK-L1,B086801,490,0.9728,8,5,2,0.9726,0.00157,A
2024-06-13,CORK-L2,B086801,2811,0.9704,54,29,34,0.9625,0.00092,B
2024-06-13,CORK-L1,B086801,2664,0.9728,50,22,17,0.9831,0.00023,A
2024-06-14,CORK-L2,B086801,884,0.975,14,8,8,0.9797,0.00038,A
2024-06-14,CORK-L1,B086801,1013,0.971,22,7,6,0.9644,0.0,A
2024-06-15,CORK-L2,B086801,2006,0.9715,37,20,17,0.9701,0.00106,B
2024-06-15,CORK-L1,B086801,1822,0.968,43,15,23,0.9592,0.0013,B
2024-06-16,CORK-L2,B086801,1069,0.9725,19,10,5,0.9701,0.00197,B
2024-06-16,CORK-L1,B086801,1314,0.9711,24,14,16,0.9718,0.00142,A
2024-06-17,CORK-L2,B086801,1439,0.9716,28,13,14,0.9622,0.00041,B
2024-06-17,CORK-L1,B086801,2346,0.9706,52,17,22,0.9787,0.00171,A
2024-06-18,CORK-L2,B086801,4852,0.9759,92,25,31,0.9713,0.0015,A
2024-06-18,CORK-L1,B086801,4257,0.9709,78,46,43,0.9665,0.0012,A
2024-06-19,CORK-L2,B086801,353,0.9746,6,3,2,0.9797,0.00154,A
2024-06-19,CORK-L1,B086801,571,0.9665,12,7,4,0.9768,0.00157,B
2024-06-20,CORK-L2,B086801,247,0.9746,4,2,2,0.9777,0.00223,A
2024-06-20,CORK-L1,B086801,211,0.9712,4,2,2,0.967,0.00077,A
2024-06-21,CORK-L2,B086801,1107,0.9748,20,8,10,0.9805,0.00169,A
2024-06-21,CORK-L1,B086801,992,0.9719,20,8,8,0.9785,0.00211,A
2024-06-11,CORK-L2,B400683,7753,0.9707,154,73,39,0.9695,0.00267,B
2024-06-12,CORK-L2,B400683,584,0.9698,14,4,7,0.9714,0.00091,B
2024-06-13,CORK-L2,B400683,6349,0.9697,133,60,58,0.9644,0.00071,B
2024-06-14,CORK-L2,B400683,3499,0.9687,67,42,17,0.9731,0.00015,B
2024-06-15,CORK-L2,B400683,1332,0.9744,25,9,11,0.9799,0.0022,A
2024-06-16,CORK-L2,B400683,350,0.9751,6,3,3,0.9849,0.00056,A
2024-06-17,CORK-L2,B400683,5799,0.9721,110,52,26,0.9712,0.00116,A
2024-06-18,CORK-L2,B400683,4622,0.9703,93,44,56,0.9597,0.00125,A
2024-06-19,CORK-L2,B400683,6908,0.9665,138,94,49,0.9766,0.00177,B
2024-06-20,CORK-L2,B400683,4925,0.9712,88,54,36,0.977,0.00222,A
2024-06-21,CORK-L2,B400683,6152,0.9735,121,42,31,0.972,0.00053,A
2024-06-12,CORK-L3,B346413,872,0.9741,17,6,6,0.9782,0.0012,A
2024-06-12,CORK-L1,B346413,1056,0.9717,17,13,11,0.9769,0.00124,A
2024-06-13,CORK-L3,B346413,4452,0.9731,85,35,32,0.9662,0.00121,A
2024-06-13,CORK-L1,B346413,4709,0.9736,89,35,21,0.9752,0.00085,A
2024-06-14,CORK-L3,B346413,3638,0.9737,72,24,32,0.9711,0.00211,A
2024-06-14,CORK-L1,B346413,2909,0.9725,55,25,33,0.9732,0.00151,A
2024-06-15,CORK-L3,B346413,983,0.9738,20,6,9,0.9724,0.00043,A
2024-06-15,CORK-L1,B346413,1322,0.9721,27,10,10,0.9734,0.00033,B
2024-06-16,CORK-L3,B346413,364,0.9734,7,3,3,0.9662,0.00197,A
2024-06-16,CORK-L1,B346413,457,0.9732,9,3,5,0.9629,0.00282,B
2024-06-17,CORK-L3,B346413,2918,0.9737,47,30,21,0.9753,0.00175,A
2024-06-17,CORK-L1,B346413,2263,0.9727,48,14,13,0.9671,0.00143,B
2024-06-18,CORK-L3,B346413,246,0.9716,6,1,2,0.9783,0.00198,B
2024-06-18,CORK-L1,B346413,284,0.972,6,2,2,0.9744,0.00068,B
2024-06-19,CORK-L3,B346413,1969,0.9758,30,18,17,0.9723,0.00298,A
2024-06-19,CORK-L1,B346413,2657,0.9752,46,20,18,0.9721,0.00128,A
2024-06-20,CORK-L3,B346413,3756,0.9751,73,20,18,0.9667,0.00046,A
2024-06-20,CORK-L1,B346413,2760,0.9738,48,24,24,0.9781,0.0015,A
2024-06-21,CORK-L3,B346413,772,0.9734,14,7,7,0.9723,0.00144,A
2024-06-21,CORK-L1,B346413,627,0.969,15,4,7,0.9644,0.002,B
2024-06-22,CORK-L3,B346413,191,0.9728,4,1,1,0.968,0.00028,A
2024-06-22,CORK-L1,B346413,187,0.972,4,1,2,0.9739,0.00241,A
2024-06-23,CORK-L3,B346413,253,0.9709,6,1,2,0.9737,0.00174,A
2024-06-23,CORK-L1,B346413,433,0.9684,9,5,4,0.9652,0.0,B
2024-06-11,CORK-L2,B608210,623,0.9709,14,4,4,0.9607,0.00138,A
2024-06-11,CORK-L3,B608210,757,0.9727,13,8,3,0.9747,0.00183,A
2024-06-12,CORK-L2,B608210,3550,0.9687,86,25,18,0.9625,0.00186,B
2024-06-12,CORK-L3,B608210,2353,0.9671,57,20,28,0.9674,0.00035,B
2024-06-13,CORK-L2,B608210,1730,0.9741,28,17,18,0.973,0.00132,A
2024-06-13,CORK-L3,B608210,2026,0.9694,39,23,13,0.9642,0.00022,A
2024-06-14,CORK-L2,B608210,2735,0.9725,50,25,20,0.9778,0.00296,A
2024-06-14,CORK-L3,B608210,3868,0.9703,91,24,22,0.9685,0.00175,A
2024-06-15,CORK-L2,B608210,764,0.9661,20,6,9,0.9629,0.00111,B
2024-06-15,CORK-L3,B608210,897,0.9664,22,8,6,0.9761,0.00137,B
2024-06-16,CORK-L2,B608210,1066,0.972,18,12,6,0.9828,0.00147,A
2024-06-16,CORK-L3,B608210,990,0.9665,23,10,13,0.9673,0.00135,B
2024-06-17,CORK-L2,B608210,2481,0.9695,45,31,16,0.9817,0.00125,B
2024-06-17,CORK-L3,B608210,3543,0.9711,59,43,15,0.9696,0.00112,A
2024-06-18,CORK-L2,B608210,4308,0.9735,75,39,30,0.9698,0.00158,A
2024-06-18,CORK-L3,B608210,3672,0.9716,68,36,35,0.9796,0.00088,A
2024-06-19,CORK-L2,B608210,1752,0.9697,34,19,16,0.9698,0.00019,B
2024-06-19,CORK-L3,B608210,1359,0.9727,25,12,5,0.967,0.00046,A
2024-06-20,CORK-L2,B608210,1500,0.9725,25,16,13,0.9664,0.00053,A
2024-06-20,CORK-L3,B608210,1327,0.9691,26,15,16,0.9624,0.00081,B
2024-06-21,CORK-L2,B608210,2024,0.9739,41,12,11,0.9777,0.0017,A
2024-06-21,CORK-L3,B608210,2730,0.9735,52,20,23,0.9642,0.00039,A
2024-06-22,CORK-L2,B608210,149,0.9684,3,2,1,0.9739,0.00028,B
2024-06-22,CORK-L3,B608210,131,0.9717,3,1,1,0.9733,0.00087,A
2024-06-18,CORK-L2,B193500,4203,0.9697,101,26,22,0.9692,0.00039,B
2024-06-19,CORK-L2,B193500,4679,0.9757,73,41,21,0.9749,0.00022,A
2024-06-20,CORK-L2,B193500,5075,0.9766,79,40,22,0.9634,0.00121,A
2024-06-21,CORK-L2,B193500,3780,0.9734,67,33,17,0.9705,0.00075,B
2024-06-22,CORK-L2,B193500,350,0.974,6,3,2,0.9686,0.00277,B
2024-06-23,CORK-L2,B193500,1116,0.9699,26,8,6,0.9673,0.00067,B
2024-06-24,CORK-L2,B193500,6514,0.9702,124,70,43,0.9754,0.00104,B
2024-06-25,CORK-L2,B193500,1704,0.976,25,16,11,0.9816,0.00075,A
2024-06-26,CORK-L2,B193500,5866,0.9729,122,37,25,0.9786,0.00029,B
2024-06-27,CORK-L2,B193500,6364,0.9766,99,50,57,0.9903,0.00301,A
2024-06-28,CORK-L2,B193500,6719,0.9728,108,75,30,0.9697,0.00368,A
2024-06-19,CORK-L1,B318860,1713,0.9738,32,13,13,0.97,0.00077,A
2024-06-20,CORK-L1,B318860,7535,0.9705,157,65,58,0.9697,0.00206,B
2024-06-21,CORK-L1,B318860,1775,0.9739,36,10,7,0.9831,0.0013,A
2024-06-22,CORK-L1,B318860,2090,0.9717,47,12,17,0.9701,0.00095,A
2024-06-23,CORK-L1,B318860,350,0.9735,6,3,1,0.9693,0.00096,A
2024-06-24,CORK-L1,B318860,3353,0.973,63,27,34,0.9723,0.00196,A
2024-06-19,CORK-L2,B869500,4750,0.9689,97,51,60,0.9738,0.00156,B
2024-06-20,CORK-L2,B869500,2756,0.9739,57,15,15,0.9761,0.00158,A
2024-06-21,CORK-L2,B869500,5915,0.9721,105,60,52,0.97,0.00183,A
2024-06-22,CORK-L2,B869500,3604,0.9672,73,45,20,0.9605,0.00266,B
2024-06-23,CORK-L2,B869500,1175,0.9723,21,11,10,0.9675,0.00345,A
2024-06-24,CORK-L2,B869500,3663,0.9717,70,34,23,0.9718,0.00264,A
2024-06-25,CORK-L2,B869500,4342,0.9675,105,36,59,0.9745,0.00151,B
2024-06-26,CORK-L2,B869500,6590,0.9678,162,50,48,0.9722,0.00168,B
2024-06-27,CORK-L2,B869500,4820,0.9652,128,40,63,0.9628,0.00172,B
2024-06-28,CORK-L2,B869500,6421,0.9696,153,42,38,0.966,0.00238,A
2024-06-29,CORK-L2,B869500,972,0.9723,20,7,7,0.9635,0.00082,A
2024-06-30,CORK-L2,B869500,3155,0.9677,65,37,23,0.9786,0.00222,B
2024-07-01,CORK-L2,B869500,5627,0.9716,103,57,38,0.971,0.00064,A
2024-06-18,CORK-L1,B237479,6792,0.9655,158,76,91,0.9632,0.00169,B
2024-06-19,CORK-L1,B237479,2639,0.9703,52,26,23,0.9649,0.00185,A
2024-06-20,CORK-L1,B237479,2573,0.9654,52,37,16,0.9641,0.00028,B
2024-06-21,CORK-L1,B237479,4949,0.969,121,32,59,0.9602,0.002,A
2024-06-22,CORK-L1,B237479,2239,0.9658,54,22,18,0.9649,0.0,B
2024-06-23,CORK-L1,B237479,616,0.968,12,8,7,0.9641,0.0017,B
2024-06-24,CORK-L1,B237479,6654,0.9692,123,82,38,0.9652,0.00115,B
2024-06-25,CORK-L1,B237479,2608,0.969,54,27,13,0.9759,0.0,B
2024-06-26,CORK-L1,B237479,3695,0.9687,92,24,29,0.9688,0.0024,B
2024-06-27,CORK-L1,B237479,2890,0.9702,65,21,16,0.9715,0.00103,B
2024-06-28,CORK-L1,B237479,2245,0.9685,44,27,22,0.9639,1e-05,B
2024-06-29,CORK-L1,B237479,543,0.9686,12,5,6,0.9707,0.00173,B
